name,email,dob,gender,contact,address,religion,community,minorityStatus,residentialStatus,admissionQuota,country,course,department,yearOfAdmission,Semester 1,Semester 2,Semester 3,Semester 4,Semester 5,Semester 6,Semester 7,Semester 8
Joshua Richards,eperez@gmail.com,2007-02-10,Male,7944980236,"88835 Jodi Ridges, Allisonmouth, NE 53637",Christian,SC,Non-Minority,Hosteller,Sports,International,B.E,Biotechnology,2022,B+,,,A+,B+,A+,O,A+
Anthony Arnold,jacksoncarrie@brewer.com,2006-03-22,Female,3976508125,"Unit 6559 Box 8097, DPO AA 11022",Hindu,ST,Minority,Hosteller,7.5 Reservation,Domestic,B.E,Mechanical Engineering,2023,C,A,C,O,A,B,B+,B
Darren Gonzalez,joycecharlene@rose.com,2000-05-30,Female,4279636077,"87921 Brown Shoals, Pearsonmouth, MA 59493",Jain,ST,Minority,Day Scholar,Government,International,B.E,Computer Science,2024,A+,A+,B,C,,A+,O,O
Charles Armstrong,brandybaker@yahoo.com,2007-02-17,Female,9060553649,"966 Phillips Track Suite 289, Lake Stephanie, MI 18255",Sikh,OBC,Non-Minority,Day Scholar,7.5 Reservation,Domestic,B.E,Biotechnology,2021,O,B,C,A+,B+,C,B+,
Tammy Baldwin,sbuchanan@moore.org,2005-09-04,Male,2941197242,"05552 Bray Roads Apt. 402, North Michael, CT 43336",Jain,OBC,Non-Minority,Hosteller,Government,Domestic,B.Tech,Food Technology,2020,,O,O,A,O,,A,O
Andrew Smith,hmalone@gmail.com,2001-07-29,Female,6843768062,"168 Joseph Shore, Pooleton, DE 72593",Sikh,ST,Minority,Day Scholar,Government,International,B.E,AIML,2020,A+,A,A,B,B+,B,B,
Todd Jackson,jessicablankenship@horton.com,2007-05-09,Male,8365585263,"50305 Colleen Vista, Booneborough, UT 33856",Jain,SC,Minority,Day Scholar,Sports,International,B.Tech,Electrical Engineering,2024,O,C,,B+,A,,,
Dr. Amanda Mcmahon,melissadavis@young.org,2006-10-01,Male,8945154489,"946 Brenda Plaza, New Luis, WY 67353",Jain,OBC,Non-Minority,Day Scholar,Government,Domestic,B.E,Biotechnology,2023,B,,O,B+,B+,C,A,
Andrew Howard,richardsonjennifer@gmail.com,2003-05-12,Female,3833170398,"8046 Padilla Valley Suite 284, South Davidborough, ME 04106",Hindu,BC,Non-Minority,Hosteller,Sports,International,B.E,Food Technology,2023,B,,B,B+,,O,C,B
Jeffrey Evans,michellemiller@porter.net,1999-04-26,Male,6967622668,"503 Patricia Light Apt. 511, East Mary, AR 02991",Muslim,BC,Minority,Day Scholar,Management,International,B.Tech,Fashion Technology,2024,A,A+,B,A,A+,,A+,B
Sarah Moss,zschmidt@hotmail.com,2005-10-05,Female,0352775297,"9356 Rubio Divide, Sellersside, NC 63981",Muslim,OBC,Non-Minority,Day Scholar,Government,Domestic,B.E,Biotechnology,2024,B,O,C,O,B+,A+,O,O
Brian York,reynoldscrystal@hotmail.com,2007-02-07,Male,9842885924,"5538 Logan Shoal, West Randall, WY 43850",Sikh,MBC,Non-Minority,Day Scholar,7.5 Reservation,Domestic,B.E,Computer Science,2021,B,A+,B,O,,B,A,
Jennifer Cook,jesseparker@schroeder.info,2002-04-15,Male,5833988107,"80223 Chen Route Apt. 049, New Samantha, IN 47431",Jain,OBC,Non-Minority,Day Scholar,Sports,International,B.Tech,Biotechnology,2021,C,C,O,O,O,B+,,A+
Stefanie Brown,qtucker@yahoo.com,2002-09-10,Female,5425201197,"45481 Jesus Loop, Baileymouth, GA 44714",Sikh,SC,Minority,Day Scholar,7.5 Reservation,International,B.Tech,Artificial Intelligence,2024,A+,B,O,C,O,A,B,C
Michael Johnson,amanda97@walton-rich.biz,2006-02-09,Male,6703424907,"503 Cindy Stream Suite 331, New Calebberg, OK 64220",Sikh,OBC,Minority,Hosteller,Sports,International,B.E,Information Technology,2020,,C,A,B,O,C,A,C
Leslie Martin,vsmith@yahoo.com,2007-11-12,Female,2105008865,"07347 Watts Fords Apt. 002, West Cassandraberg, WA 48449",Jain,SC,Minority,Hosteller,Management,Domestic,B.Tech,Artificial Intelligence,2023,B+,B+,A+,B+,O,B,,C
Joseph Cannon,mirandabanks@dunn-burns.com,2007-03-07,Male,8754821770,"Unit 2773 Box 9693, DPO AE 84764",Jain,BC,Minority,Hosteller,Management,International,B.Tech,Fashion Technology,2021,,B,O,B,A+,B,B,O
Andrea Hall,nicole05@yahoo.com,2004-05-18,Female,7037882018,"7061 Atkins Lakes, East Brandonport, AR 79956",Muslim,MBC,Non-Minority,Day Scholar,7.5 Reservation,International,B.Tech,Mechanical Engineering,2021,C,B,C,B,B,B,C,C
Ralph Rice,smithchristy@parker.com,2000-02-03,Male,0595374234,"192 Anthony Shore Suite 369, Vargasburgh, WA 14498",Muslim,MBC,Minority,Hosteller,Management,Domestic,B.E,Mechanical Engineering,2023,A+,,A,B+,C,B+,B+,A+
Miranda Thompson,taylorjeffery@long.com,2004-12-29,Female,2317683336,"90767 Joseph View Apt. 930, New Angelashire, WV 23216",Muslim,BC,Minority,Hosteller,Sports,International,B.Tech,Information Technology,2022,A+,B,A,O,B,,C,A
Keith Edwards,jonesdaniel@howard-campbell.org,2000-04-02,Male,1973262499,"55065 Johnson Grove, Smithmouth, OK 81646",Christian,OBC,Minority,Day Scholar,Government,International,B.E,Artificial Intelligence,2020,B+,B,A,A,B+,B+,A+,C
Charles Mccormick,lauren30@jennings-flores.com,2007-10-31,Male,2649474234,"35798 Allen Walk, Brittanyfort, NV 01822",Muslim,OBC,Minority,Day Scholar,7.5 Reservation,International,B.Tech,Food Technology,2022,A+,C,,A,B+,A,C,B
Arthur Lopez,laurahunt@yahoo.com,2000-07-17,Male,4751002790,"9768 Christian Mountains Suite 839, Michaelport, OR 96345",Sikh,SC,Non-Minority,Hosteller,Management,Domestic,B.Tech,Mechanical Engineering,2021,B+,A+,O,A,A+,C,B,B+
Fernando Williams,mcleanjeffery@yahoo.com,2003-01-15,Male,6876684154,"82382 Antonio Forks, Kellyton, NV 50048",Hindu,BC,Non-Minority,Day Scholar,7.5 Reservation,International,B.Tech,Biotechnology,2022,B,C,B+,A+,A+,O,A+,A
Peter Mahoney,pmorris@hotmail.com,2000-03-07,Male,2519570273,"89384 Robert Common Apt. 094, Port Robin, MD 15478",Christian,MBC,Minority,Hosteller,Sports,International,B.E,Information Science and Engineering,2023,A,A+,A+,C,A,,A,B
Sheena Ford,richardkimberly@riggs.biz,2005-12-04,Female,9902494150,"9904 Jennifer Bridge, Mollymouth, AZ 67136",Jain,BC,Minority,Day Scholar,Management,International,B.Tech,Fashion Technology,2020,A+,O,A+,B,C,A,B+,C
Deanna Kim,jose16@gmail.com,2003-02-01,Female,6707876183,"16108 Greene Knolls Suite 779, North Steven, IA 72465",Jain,OBC,Non-Minority,Day Scholar,Government,International,B.E,Information Science and Engineering,2024,,A,O,B+,A,A+,A+,B
Richard Mcknight,stephanie45@yahoo.com,2006-03-20,Male,1929419631,"9645 Parks River Suite 548, Jasonton, NC 83049",Christian,BC,Non-Minority,Hosteller,Sports,Domestic,B.Tech,Fashion Technology,2024,A+,A,B+,A,B,B+,A,C
Donald Burton PhD,matthew47@kim.com,2006-02-04,Male,6189565811,"3482 Allen Bridge Suite 502, Dillonburgh, MS 92330",Muslim,OBC,Minority,Day Scholar,Sports,Domestic,B.Tech,AIML,2022,C,B,A,,A+,O,A,
Kayla Ruiz PhD,holmeswilliam@sanders.org,2001-03-16,Female,3177973532,"68184 Christina Lights Apt. 888, North Tonyaview, AR 11703",Sikh,OBC,Minority,Day Scholar,Management,Domestic,B.Tech,Computer Science,2020,A,A+,O,B,,B,B+,A+
Jason Hernandez,cmata@yahoo.com,2001-04-12,Male,6744191267,"69370 Melissa Squares Suite 312, Heidiberg, SC 67781",Jain,BC,Minority,Hosteller,7.5 Reservation,Domestic,B.E,Mechanical Engineering,2021,C,B+,A,C,A,A+,B+,B+
Laurie Robinson,seanbecker@kim-sanchez.com,2000-01-24,Female,8556507629,"USNS Morrison, FPO AP 23123",Hindu,BC,Non-Minority,Hosteller,Sports,Domestic,B.Tech,Artificial Intelligence,2022,B,A,B,A,B,A+,B,B+
Rachael Moore,leah31@norris.biz,2005-03-15,Female,2584048573,"71891 Flores Plaza, New Bill, MI 57525",Hindu,ST,Non-Minority,Day Scholar,Management,Domestic,B.E,Information Technology,2020,A+,B+,B,,B+,B,,A+
Troy Nelson,mhicks@chavez.com,2004-03-09,Female,4951897275,"Unit 9762 Box 0443, DPO AA 46427",Christian,MBC,Minority,Hosteller,Management,Domestic,B.Tech,Food Technology,2023,A,B+,A+,B+,B,B+,A+,A+
Alisha Lee,ktownsend@yahoo.com,2003-03-26,Female,9776359697,"903 Peter Crescent, North Anna, MN 33664",Sikh,BC,Minority,Day Scholar,7.5 Reservation,Domestic,B.Tech,Artificial Intelligence,2020,B,,,B,C,B+,,A+
Stephen Ramirez,ryanmatthew@gmail.com,2003-09-04,Female,0474329077,"4271 Matthew Branch, South Gregory, SD 73508",Sikh,SC,Non-Minority,Hosteller,7.5 Reservation,Domestic,B.E,AIML,2022,A,A,B+,A,C,,,A
Colleen Rowland,johnsonnathaniel@welch.com,2007-08-05,Female,8001742921,"965 Margaret Avenue Suite 564, North Yvonneview, DE 84407",Muslim,SC,Non-Minority,Hosteller,Sports,Domestic,B.E,Information Science and Engineering,2023,A,C,A+,,B,B,A+,A+
Mary Tucker,raymondshepherd@davis-garcia.org,2007-11-11,Male,9728019092,"594 Walsh Pines, Morganfurt, WY 81100",Hindu,SC,Non-Minority,Hosteller,Management,International,B.Tech,Information Science and Engineering,2024,O,B+,A+,B,A+,O,C,O
Ernest Page,cainsarah@gmail.com,2003-07-24,Male,0903458796,"05996 Carolyn Circle Apt. 761, Davidborough, PA 48199",Hindu,SC,Non-Minority,Hosteller,Government,International,B.Tech,Mechanical Engineering,2022,A+,B,C,O,B+,C,A+,B+
Michael Carter,qdavis@russell.biz,2005-08-09,Female,1079190014,"947 Michael Stravenue Apt. 312, Williamsberg, AL 67146",Christian,MBC,Minority,Hosteller,7.5 Reservation,International,B.E,Computer Science,2021,,B,C,C,O,B,B+,O
Anne Robles,sandradaniels@yahoo.com,2006-09-27,Male,9067434915,"1134 Flores Fort, North Victor, DC 12120",Jain,SC,Minority,Day Scholar,7.5 Reservation,International,B.Tech,Food Technology,2022,C,O,B,C,A,B,A,B+
Cynthia Wilson,cparks@berry.com,2007-07-14,Male,7041429010,"72223 Barnett Orchard, West Carla, WI 43754",Jain,MBC,Minority,Hosteller,Government,International,B.Tech,Food Technology,2022,O,C,,O,O,O,B,O
Michael Smith,hamptonjacob@gmail.com,2005-06-01,Male,3882736990,"2714 Russell Ranch Apt. 809, South Jermainestad, OR 61768",Hindu,MBC,Minority,Hosteller,7.5 Reservation,Domestic,B.Tech,Information Technology,2022,A,,A+,A,B+,O,,A+
Trevor Scott,kevintaylor@johns.com,1999-04-29,Female,3088291467,"10247 Kristie Fort, West Brandonfurt, RI 48204",Hindu,ST,Non-Minority,Hosteller,Sports,Domestic,B.E,Computer Science,2024,B+,B,A,B+,A,B+,A+,O
Leslie Thomas,zolson@gmail.com,2005-04-17,Male,6503334087,"775 Yu Mews Apt. 507, East Melissafort, IA 83330",Hindu,BC,Non-Minority,Hosteller,Management,Domestic,B.E,Computer Science,2023,O,B+,C,B,C,B,A,B
Douglas Petersen,zwallace@hotmail.com,2003-04-26,Female,4318205878,"8301 Ewing Forges Suite 312, Patriciaburgh, TX 26370",Christian,MBC,Non-Minority,Day Scholar,Sports,International,B.Tech,Mechanical Engineering,2023,B+,,A+,A,B,O,A+,A+
David Brown,vshah@simpson-livingston.biz,2001-02-26,Female,9123966055,"6914 Arroyo Manors, Gentryport, TN 93557",Muslim,OBC,Non-Minority,Day Scholar,7.5 Reservation,Domestic,B.E,Computer Science,2022,C,A,A+,B,A,A+,C,B
Thomas Miller,cathy78@yahoo.com,2000-09-05,Female,2131414584,"260 Katie Drive, Laurieport, IL 32357",Sikh,OBC,Minority,Hosteller,Government,Domestic,B.Tech,Information Science and Engineering,2021,O,A,,C,O,B+,B,
Brandon Adkins,mleach@gmail.com,2005-12-03,Male,2855043251,"USNS Green, FPO AE 09281",Sikh,SC,Non-Minority,Day Scholar,Management,International,B.E,Electrical Engineering,2024,C,A+,O,C,A,C,O,B+
Austin Jones,nicholasjones@hotmail.com,2002-07-18,Male,2793051843,"28218 Steven Locks Apt. 164, West Megan, MI 22809",Jain,SC,Non-Minority,Day Scholar,7.5 Reservation,International,B.E,Mechanical Engineering,2020,B+,C,O,B,B+,B,A+,
Julia Sanchez,josephmoon@hotmail.com,2007-02-23,Male,3908388493,"1202 Miller Motorway Suite 469, Burtonberg, DE 32952",Sikh,SC,Minority,Hosteller,Management,Domestic,B.Tech,Artificial Intelligence,2023,,B,,B+,,B+,O,
Dana Johnson,patrick11@klein.org,2000-03-06,Male,7838552653,"854 Garrett Canyon Apt. 888, Sharpstad, DC 95971",Christian,BC,Minority,Day Scholar,Management,International,B.E,Mechanical Engineering,2022,O,A+,C,A,B+,B+,A+,
Jordan Thomas,ugregory@yahoo.com,2007-05-07,Male,7734524784,"36793 Smith Ranch Apt. 755, Janetland, AK 49309",Hindu,MBC,Non-Minority,Day Scholar,Management,Domestic,B.E,Artificial Intelligence,2024,C,A+,C,B+,O,C,A,B+
James Lane,james83@bennett.com,2000-07-16,Male,1442799126,"54205 Schmitt Glens, Lake Jill, AZ 38392",Jain,ST,Non-Minority,Hosteller,7.5 Reservation,Domestic,B.Tech,Fashion Technology,2024,C,B,O,A,,B,A,A
Lisa Thomas PhD,robertmueller@smith.com,2005-10-08,Female,2769679278,"PSC 2331, Box 1637, APO AA 05091",Jain,MBC,Minority,Day Scholar,Government,Domestic,B.E,Mechanical Engineering,2022,A,A+,A+,B,B+,A+,,B+
Mrs. Melissa Keller DDS,jaredwalls@yahoo.com,2000-01-14,Female,5277935041,"1771 Katie Lodge Apt. 435, New Katieburgh, AK 10610",Jain,MBC,Non-Minority,Hosteller,Management,Domestic,B.E,Computer Science,2022,A+,A+,,A,B+,C,,O
Sarah Martin,cynthiavega@garner-cameron.com,2000-08-11,Male,1838389401,"0812 Michael Forge, Josephland, NC 24414",Hindu,OBC,Non-Minority,Hosteller,Government,International,B.Tech,Fashion Technology,2024,C,,A+,B,B+,,B+,A
David Allen,randall23@edwards.org,2001-01-19,Male,6069498569,"94094 Vaughan Villages Suite 774, Justinside, VA 19852",Muslim,ST,Non-Minority,Hosteller,Government,International,B.Tech,Computer Science,2021,O,,,B,O,C,B+,C
Dennis Duffy,hannah99@yahoo.com,2002-06-23,Female,5352300336,"PSC 4565, Box 7868, APO AA 62900",Muslim,ST,Minority,Day Scholar,Management,Domestic,B.Tech,Food Technology,2023,C,,B,B,A+,C,C,A+
Sheri Rodriguez,vrussell@allen.com,2006-02-20,Female,9768070856,"2572 Reynolds Summit Suite 198, Kevinton, NC 79744",Christian,ST,Minority,Hosteller,Management,Domestic,B.Tech,AIML,2022,O,O,O,A,O,C,A,B+
Stephanie Long,david11@anderson-david.com,2001-11-05,Male,5930999743,"117 David Unions, Carterhaven, MD 35108",Christian,MBC,Minority,Day Scholar,Government,International,B.Tech,Information Science and Engineering,2021,B,A+,A+,A+,A+,B,B+,
Steven Lopez,lutzlauren@carroll.net,2000-01-29,Male,9967351729,"Unit 7917 Box 0746, DPO AA 41502",Christian,MBC,Non-Minority,Hosteller,Management,International,B.E,Food Technology,2020,C,,O,C,A+,B+,B,A+
James Howard,fjones@mccormick.org,1999-09-18,Male,6312890141,"8390 Ramirez Port Suite 285, Erikafurt, OK 58825",Christian,ST,Minority,Hosteller,7.5 Reservation,International,B.E,Artificial Intelligence,2023,A,C,B+,O,C,B+,B+,
Chelsea Rodriguez,anthonyhale@young-thomas.com,2004-11-29,Female,9170465029,"421 Michael Manors Suite 712, Manninghaven, NY 28691",Muslim,MBC,Minority,Hosteller,Management,Domestic,B.E,Food Technology,2022,,A+,A+,A,O,,O,O
Kelli Phillips,frederick47@morrison.info,2004-10-04,Male,0893443171,"380 Howell Wall Suite 265, West Jennifer, CA 46399",Muslim,BC,Minority,Hosteller,7.5 Reservation,International,B.E,Biotechnology,2020,O,,B+,O,A,,B+,B+
Kathleen Miller,christophermendoza@johnson.com,2006-03-14,Male,3978398161,"Unit 4734 Box 7999, DPO AP 52789",Hindu,ST,Minority,Hosteller,Management,Domestic,B.E,Mechanical Engineering,2020,A,A,,A,C,A,,A
Scott Burns,ricky71@green.com,2004-02-24,Male,9698107790,"22418 Bennett Pass Apt. 359, Cherylfurt, PA 95792",Christian,OBC,Minority,Hosteller,Management,Domestic,B.Tech,Computer Science,2023,B+,,O,,,,O,B
James Norris,charles89@johnson.com,2007-09-09,Female,3404416939,"Unit 8280 Box 3148, DPO AP 74476",Hindu,BC,Minority,Day Scholar,Government,Domestic,B.Tech,Information Science and Engineering,2023,,O,O,A,B,B,C,B+
Adam Aguilar,nicholas61@king.info,2000-05-13,Female,1064042477,"962 Todd Fall, Lisastad, AR 12098",Jain,ST,Minority,Day Scholar,Management,International,B.E,Information Science and Engineering,2020,A+,,C,C,,A,O,B
Christopher Mack,amy97@scott-mendez.com,2007-09-15,Male,0568167347,"0873 Martinez Mountains, Ninaside, ID 97163",Muslim,ST,Non-Minority,Day Scholar,7.5 Reservation,International,B.E,Computer Science,2023,A+,,A+,A,B,B+,B+,O
Steven Cook,lreyes@yahoo.com,2007-06-18,Female,5666620074,"708 Lee Groves, East Ashley, OK 76874",Hindu,OBC,Non-Minority,Hosteller,Sports,International,B.Tech,Mechanical Engineering,2022,C,O,B+,,C,,C,
Paul Hamilton,mhansen@yahoo.com,2002-02-10,Female,7051530853,"956 Kim Curve Suite 321, New Andrewview, AR 88427",Hindu,MBC,Minority,Hosteller,Management,International,B.E,Mechanical Engineering,2021,A,,A+,A,A+,A+,,
Mark Gilbert,wgarcia@hamilton.com,2006-12-10,Male,4469609939,"392 Karen Streets Apt. 743, Port Jeffreytown, CT 97449",Sikh,BC,Minority,Hosteller,7.5 Reservation,Domestic,B.Tech,Information Science and Engineering,2021,A+,A,A+,B+,O,A,,O
Lauren Wagner,emendez@williams.com,2006-02-24,Male,1493636370,"518 Steven Roads Suite 841, Tinaview, FL 61007",Christian,BC,Minority,Day Scholar,7.5 Reservation,International,B.E,Mechanical Engineering,2024,,B,,O,C,B,O,B
Jennifer Lucas,tgonzalez@gmail.com,2003-03-26,Female,7814158839,"71319 Rowland Groves, North Raymondchester, FL 54883",Jain,BC,Minority,Hosteller,Management,International,B.Tech,Biotechnology,2023,,B+,A,A+,A,O,B+,B
Justin Chang,marymason@anderson.com,2004-12-06,Male,4825265180,"5124 Moody Passage Suite 373, Dianaland, NH 76902",Muslim,SC,Minority,Day Scholar,Management,Domestic,B.E,Artificial Intelligence,2023,A,O,A,,,A,C,B
Cheryl Tucker,danielleramirez@hotmail.com,2006-08-29,Female,7083012415,"671 Jennifer Brook, East Elaine, MS 88717",Sikh,MBC,Non-Minority,Day Scholar,Management,International,B.Tech,Computer Science,2022,C,B,B,C,B,,O,O
David Bass,smithmonica@gmail.com,2003-06-14,Male,5189288314,"0952 Michael Forks Apt. 924, Port Patricia, RI 98484",Jain,OBC,Non-Minority,Hosteller,7.5 Reservation,Domestic,B.Tech,Food Technology,2023,,B+,O,C,C,B+,C,
Natalie Garcia,bennettdennis@yahoo.com,2001-03-20,Female,7526906074,"741 Matthew Route, South Ernestberg, TN 53477",Christian,ST,Minority,Day Scholar,Government,Domestic,B.Tech,Food Technology,2021,C,A+,,O,,A+,C,B+
Samantha Gordon,nmayer@smith.com,1999-09-11,Male,6167013766,"32941 Jennifer Mission Suite 920, New Rickyshire, VA 84102",Muslim,BC,Minority,Day Scholar,Management,Domestic,B.Tech,Information Technology,2024,A,O,A,O,C,A+,B+,O
Brian Murphy,grahampreston@gmail.com,2002-03-16,Male,6218704176,"6580 Green Vista Apt. 108, Leonfurt, MS 33354",Hindu,ST,Non-Minority,Day Scholar,Government,Domestic,B.Tech,AIML,2024,B,B+,,B+,,A,B,O
Amy Payne,qwilliams@brock-burke.info,2003-09-22,Male,4681383218,"21699 Jacob Way, Port Dianeburgh, NC 96194",Hindu,MBC,Non-Minority,Day Scholar,Management,International,B.E,Information Science and Engineering,2021,B+,A,,A+,A+,,A+,B
Alexandra Palmer,emilyalvarez@gmail.com,2000-06-17,Male,4887672696,"066 Harold Station Suite 103, New William, CO 10820",Hindu,OBC,Minority,Hosteller,Management,Domestic,B.Tech,AIML,2023,O,B,A+,,A+,A+,C,O
John Dawson,eddie20@hoffman-jackson.com,2006-02-05,Male,2209750716,"009 Wilson Row, Emilyfort, MT 36009",Muslim,ST,Minority,Hosteller,7.5 Reservation,Domestic,B.Tech,Computer Science,2021,O,A+,B+,,A,,B+,A
Kevin Gilbert,kevin74@hotmail.com,2000-10-22,Female,4477975055,"232 Moreno Ferry Suite 184, Aprilmouth, CA 69735",Sikh,ST,Minority,Day Scholar,7.5 Reservation,International,B.E,Information Technology,2022,O,A,,A+,A+,B+,A+,A+
Laura Mayo,youngjanet@lester.com,2000-04-28,Female,1262757688,"344 Matthew Neck, East Elizabethport, CO 79777",Muslim,ST,Non-Minority,Hosteller,Government,International,B.Tech,Information Science and Engineering,2020,A+,A,C,B+,,A+,B,A+
Jessica Cantu,valeriebaldwin@hotmail.com,2006-11-26,Female,1933430350,"628 Whitney Passage, Navarroview, DE 00770",Hindu,ST,Minority,Hosteller,Sports,Domestic,B.Tech,Information Science and Engineering,2020,A,O,,A,A+,,O,A+
Jackie Richardson,martinhector@hotmail.com,2007-06-05,Male,3600357642,"PSC 2791, Box 5877, APO AP 25942",Hindu,ST,Non-Minority,Hosteller,Sports,Domestic,B.Tech,Artificial Intelligence,2024,B,C,B+,O,,O,O,
Jake Navarro,carrie74@gmail.com,2008-02-03,Male,2075535952,"1082 Clements Hill, North Tonyabury, CT 13490",Sikh,ST,Non-Minority,Day Scholar,7.5 Reservation,Domestic,B.Tech,Electrical Engineering,2022,A+,B+,A+,B+,,B,,A+
Emily Brock,mccoylauren@carter-mckay.info,2006-12-24,Female,1300610919,"9701 James Spurs Apt. 937, West Elizabeth, NH 25426",Sikh,MBC,Minority,Hosteller,7.5 Reservation,International,B.Tech,Electrical Engineering,2024,,,B,B+,A,A+,B,C
Rebecca Khan,sherrymorales@smith.net,2001-03-09,Male,0308826315,"16922 Kelly Union, Lake Anthonyton, AK 12741",Jain,BC,Non-Minority,Day Scholar,Government,Domestic,B.E,Food Technology,2022,,O,C,O,,B+,B+,
Erica Warren,chelsey62@gmail.com,2008-02-01,Male,8907311138,"5868 Cody Key, West Lori, WA 22365",Hindu,BC,Non-Minority,Hosteller,Government,International,B.Tech,Electrical Engineering,2024,O,A+,,O,B,B+,,
Kenneth Schultz,donald17@gmail.com,1999-07-16,Male,2698158508,"PSC 0715, Box 6898, APO AP 47137",Hindu,ST,Non-Minority,Day Scholar,Government,Domestic,B.E,Artificial Intelligence,2020,O,O,A,C,A,C,O,B
Lori Santos,vincent97@hotmail.com,2003-09-16,Male,0258988828,"928 Smith Rue Suite 349, Tannerville, MO 63393",Jain,BC,Minority,Hosteller,Government,Domestic,B.E,Artificial Intelligence,2023,B+,A+,A,B,,A,C,A+
Laurie Monroe,lnolan@arnold-robinson.com,2004-05-29,Female,6562779208,"6480 Barton Throughway Suite 317, North Emilyville, OR 75600",Christian,OBC,Minority,Day Scholar,7.5 Reservation,International,B.E,Food Technology,2024,O,O,A+,B+,A+,A,,B+
James Barry,sheila48@hotmail.com,2005-01-02,Female,1807809406,"PSC 2628, Box 8776, APO AP 50147",Hindu,MBC,Non-Minority,Day Scholar,7.5 Reservation,International,B.Tech,Computer Science,2022,,A+,A+,B,,C,B+,B+
Jamie George,austinmorgan@irwin.com,2006-06-18,Female,8624460172,"7007 Lawson Lights, Stevenston, IA 83809",Jain,BC,Minority,Hosteller,Management,International,B.E,AIML,2024,,A,,A,A,O,A,C
Lydia Cox,johnsoncharlene@simpson.biz,2006-04-27,Female,5340204875,"PSC 1653, Box 9675, APO AA 29286",Hindu,BC,Minority,Day Scholar,7.5 Reservation,Domestic,B.Tech,Mechanical Engineering,2024,B,C,B+,A+,A,A,A+,
Jaime Martinez,torresdavid@hotmail.com,2002-03-12,Female,6445027407,"777 Thomas Loaf Suite 691, Marymouth, CA 45975",Christian,ST,Minority,Hosteller,7.5 Reservation,International,B.E,Information Technology,2023,B,B,,A,A,A,A,B+
Richard Dorsey,vmarshall@yahoo.com,2007-04-28,Female,7821139555,"7136 Boyd Rapids Suite 400, New Margaret, OH 37539",Sikh,BC,Non-Minority,Hosteller,Government,Domestic,B.E,Food Technology,2024,A+,B,A,B+,B,A,A+,B+
Ryan Fernandez,mackdavid@gmail.com,2006-03-16,Male,6962973037,"USCGC Bell, FPO AP 40680",Hindu,ST,Minority,Day Scholar,Management,International,B.Tech,Information Technology,2024,A+,B,B,,B+,C,A+,A
William Collins,marquezrobert@vega-callahan.com,2005-02-01,Female,8696259693,"915 Jeffrey Path Apt. 681, Watersville, ME 71860",Christian,BC,Minority,Hosteller,7.5 Reservation,Domestic,B.E,AIML,2020,,B+,,A,C,B,B,
Ashley Roberts,buchananlori@pierce.com,2003-04-22,Female,8659168455,"76051 James Manors, Josephborough, KY 97237",Christian,OBC,Non-Minority,Hosteller,Government,International,B.E,Information Science and Engineering,2020,A,O,A,,C,O,B+,O
Lisa Ortiz,ldavis@davis.com,2003-02-15,Male,1557307802,"484 Steven Estate Apt. 065, Nicholashaven, RI 69702",Christian,MBC,Non-Minority,Hosteller,Government,International,B.E,Biotechnology,2023,A,A+,C,C,C,A,A+,B+
Justin Pope,saracampbell@jimenez.com,2006-06-23,Male,5290581287,"75007 Anthony Causeway Apt. 792, Hubbardchester, TX 82721",Christian,MBC,Minority,Day Scholar,Sports,Domestic,B.E,Biotechnology,2024,A+,B+,A+,A,O,B+,O,
Roberto Bonilla,achavez@hotmail.com,2005-03-04,Female,0663195649,"48677 Scott Port, Lindsayburgh, LA 24945",Sikh,BC,Minority,Day Scholar,Sports,Domestic,B.Tech,Computer Science,2023,,,O,B,O,O,A,B+
Ashley Li,howardwilliam@mercado-smith.info,2008-01-06,Male,5868068219,"63124 Paul Stream Suite 169, New Sean, DE 64937",Jain,MBC,Minority,Day Scholar,Management,Domestic,B.E,Biotechnology,2020,O,B,C,A+,O,B+,,O
Kathleen Smith,christiansullivan@yahoo.com,2002-07-20,Female,0624299937,"Unit 6682 Box 3019, DPO AA 33905",Muslim,SC,Non-Minority,Hosteller,Sports,Domestic,B.E,AIML,2022,O,A+,O,C,,A+,,A+
Julie Turner,dillon11@davila.com,2002-06-04,Female,7416452236,"04447 Carter Walks Suite 748, Port James, HI 88487",Hindu,ST,Non-Minority,Day Scholar,Government,International,B.E,Food Technology,2023,B+,O,A,B+,B,B+,,B+
Jesus Watson,rmoreno@lewis.com,2000-01-29,Male,7447639442,"62730 Williams Road, Daviesfurt, AK 05804",Hindu,BC,Minority,Day Scholar,Management,International,B.Tech,Computer Science,2021,O,C,C,A+,O,,B,A
Renee Taylor,steven07@yahoo.com,2006-08-25,Male,7836276857,"89794 Washington Trafficway, Lake Derrick, WA 57559",Jain,BC,Non-Minority,Day Scholar,7.5 Reservation,Domestic,B.Tech,Mechanical Engineering,2024,C,,B+,C,,B,B+,B+
Jennifer Burnett,angela04@bailey.com,2007-07-01,Female,8228533345,"14714 Hernandez Mountains Apt. 769, East Robert, NJ 40346",Hindu,BC,Minority,Hosteller,7.5 Reservation,International,B.E,Food Technology,2022,B+,O,B,B,,C,A+,B
